AAV;AAV2020;nom_aire_urbaine;categorie_taille;detail_taille;nombre_communes;categorie_desc;conso_enaf_total;conso_infra_total;conso_totale;evol_pop;pop14;pop20;surfcom2023;conso_act;conso_hab;conso_mix;conso_rou;conso_fer;conso_inc;densite_pop;taux_evol_pop;conso_enaf_par_hab;conso_par_nouvel_hab;coef_artif;part_act;part_hab;part_mix;part_rou;part_fer;part_inc;typologie
083;083;Évreux;2;24;108;Moyenne;371204;13537;384741;-534;136689;136155;1225957441;65146;299065;6993;13537;0;0;111.06013589585937;-0.3906678664706012;2.726333957621828;-695.1385767790263;0.00031382900183400415;16.93242986840498;77.73151288789082;1.817586376289504;3.5184708674147025;0.0;0.0;Dense, Faible conso, Croissance modérée
084;084;Mâcon;2;24;105;Moyenne;559392;13622;573014;4269;134105;138374;1078523168;57727;495375;5240;13622;0;1050;128.2995155835169;3.183326497893442;4.042609160680475;131.03583977512298;0.0005312950310215311;10.074273926989568;86.45076734599853;0.91446282289787;2.3772543079226685;0.0;0.18324159619136704;Dense, Faible conso, Croissance modérée
085;085;Tarbes;2;24;153;Moyenne;534144;28200;562344;3496;132964;136460;972084771;134874;365886;21186;28200;0;12198;140.37870365937457;2.629283114226407;3.914289901802726;152.78718535469108;0.0005784927578090821;23.984251632452732;65.06444453928556;3.767444838035082;5.014724083479152;0.0;2.169134906747471;Dense, Faible conso, Croissance modérée
086;086;Belfort;2;24;91;Moyenne;283277;5281;288558;-4223;136046;131823;633568125;35290;243310;4676;5281;0;1;208.06444452993907;-3.1040971436131897;2.148919384325952;-67.07956429078854;0.0004554490489874313;12.229777029228092;84.31927030267745;1.6204714476812285;1.8301346696331413;0.0;0.00034655078008580595;Dense, Faible conso, Croissance modérée
087;087;Brive-la-Gaillarde;2;24;80;Moyenne;678621;8770;687391;273;132616;132889;1338578899;75336;568741;15919;8770;0;18625;99.27618020818659;0.2058575134222115;5.106675496090722;2485.7912087912086;0.0005135229611893053;10.959701247179552;82.73908154165534;2.3158580778625266;1.2758386420537946;0.0;2.7095204912487945;Dense, Faible conso, Croissance modérée
088;088;Saint-Malo;2;24;35;Moyenne;552266;53263;605529;6140;130309;136449;487947579;141951;407128;2977;53263;0;210;279.6386453635832;4.711877153535059;4.047416983634911;89.94560260586319;0.0012409714200057544;23.442477569199824;67.23509526381065;0.49163623872679924;8.796110508332383;0.0;0.034680419930341905;Dense, Faible conso, Croissance modérée
089;089;Alès;2;24;64;Moyenne;338117;9236;347353;4629;127412;132041;811661860;112289;216872;7396;9236;0;1560;162.67981348784824;3.633095783756632;2.560697056217387;73.04320587599913;0.0004279528423326433;32.32705633750104;62.435620247989796;2.129246040771204;2.6589665268473284;0.0;0.44911084689062714;Dense, Faible conso, Croissance modérée
090;090;Charleville-Mézières;2;24;132;Moyenne;236980;97234;334214;-4733;130717;125984;1373982708;21714;192348;7533;97234;0;15385;91.69256590090943;-3.620799130947008;1.8810325120650242;-50.06972321994507;0.00024324469154818505;6.497034833968655;57.55234670001855;2.253945077106285;29.093335407852454;0.0;4.603337981054055;Dense, Faible conso, Croissance modérée
091;091;Carcassonne;2;23;115;Moyenne;416525;32311;448836;2362;122043;124405;1498185416;113610;274520;1218;32311;0;27177;83.03711855115269;1.9353834304302584;3.348137132751899;176.344199830652;0.0002995864164786397;25.312140737374005;61.162651837196655;0.2713686067962463;7.198843230043936;0.0;6.054995588589151;Dense, Faible conso, Croissance modérée
092;092;Fréjus;2;23;6;Moyenne;298082;11312;309394;6556;119828;126384;439536448;41549;230558;14558;11312;0;11417;287.5392941247048;5.471175351336917;2.358542220534245;45.46705308114704;0.0007039097699583722;13.429155057951997;74.51922144579403;4.705327187986839;3.6561794992792365;0.0;3.6901168089878924;Dense, Faible conso, Croissance modérée
093;093;Agen;2;23;81;Moyenne;597680;8529;606209;-439;120758;120319;1207684225;170518;424261;0;8529;0;2901;99.62786422916139;-0.363536991338048;4.967461498183995;-1361.4578587699316;0.0005019598562695476;28.128582716521862;69.98592894529774;0.0;1.4069405106159756;0.0;0.4785478275644208;Dense, Faible conso, Croissance modérée
094;094;Saint-Quentin;2;23;120;Moyenne;196105;3004;199109;-4078;123087;119009;994575595;36276;147201;0;2604;400;12628;119.65807385410457;-3.313103739631318;1.6478165516893681;-48.08852378616969;0.00020019493842496708;18.219166386250745;73.92985751523035;0.0;1.3078263664625909;0.20089498716783272;6.3422547448884785;Dense, Faible conso, Croissance modérée
095;095;Épinal;2;23;118;Moyenne;496960;6749;503709;-2001;121100;119099;1296197012;295980;178102;7918;6749;0;14960;91.88340884711127;-1.652353426919901;4.17266307861527;-248.35582208895553;0.0003886052778526232;58.76011744876506;35.35811351395349;1.5719393538729702;1.3398609117565896;0.0;2.9699687716518866;Dense, Faible conso, Croissance modérée
096;096;Saint-Omer;2;23;79;Moyenne;764483;9516;773999;614;116852;117466;721002120;335266;421342;5901;9516;0;1974;162.92046408962017;0.5254509978434259;6.508121498986941;1245.086319218241;0.0010735044718037721;43.31607663575793;54.43702123646155;0.7624040857933925;1.2294589527893447;0.0;0.25503908919778967;Dense, Faible conso, Croissance modérée
097;097;Nevers;2;23;93;Moyenne;336313;1023;337336;-5030;118758;113728;2101833828;83629;247380;0;1023;0;5304;54.10893976724025;-4.23550413445831;2.9571697383230164;-66.86143141153082;0.00016049603708252812;24.791009557236702;73.33341238409183;0.0;0.3032584722650414;0.0;1.5723195864064317;Dense, Faible conso, Croissance modérée
098;098;Ajaccio;2;23;79;Moyenne;417811;44671;462482;8473;108932;117405;1895723837;135175;276924;0;44671;0;5712;61.93148902204789;7.778246979767194;3.5587155572590605;49.31086982178685;0.0002439606397163217;29.228164555593516;59.877789838307216;0.0;9.658970511284764;0.0;1.2350750948145008;Dense, Faible conso, Croissance modérée
100;100;Châteauroux;2;23;71;Moyenne;1185383;32733;1218116;-1822;114601;112779;2308816378;727305;455187;2670;32733;0;221;48.84710671434782;-1.5898639627926456;10.510671312921732;-650.5944017563118;0.0005275932774936336;59.7073677712139;37.36811600865599;0.2191909473317812;2.68718250150232;0.0;0.018142771296001364;Peu dense, Forte conso, Croissance modérée
101;101;Périgueux;2;23;49;Moyenne;371989;2998;374987;-177;113223;113046;1090138600;9784;340863;7380;2998;0;13962;103.69874069223859;-0.1563286611377547;3.2905985174176884;-2101.632768361582;0.00034398103140279593;2.6091571174467383;90.8999511983082;1.9680682263651808;0.7994943824719257;0.0;3.7233290754079476;Dense, Faible conso, Croissance modérée
102;102;Auxerre;2;23;104;Moyenne;198455;4835;203290;-2703;114047;111344;1658620282;58353;134171;0;4835;0;5931;67.13049466978603;-2.3700754951905796;1.7823591751688461;-73.42027376988531;0.00012256572658985487;28.704314034138424;65.99980323675537;0.0;2.378375719415613;0.0;2.9175070096905897;Dense, Faible conso, Croissance modérée
103;103;Rodez;2;23;68;Moyenne;413313;27703;441016;2511;110306;112817;2002651197;96111;304929;4120;27703;0;8153;56.33382396744949;2.27639475640491;3.663570206617797;164.6009557945042;0.00022021608189216787;21.793086872131624;69.1423893917681;0.9342064686995484;6.28163150543291;0.0;1.8486857619678196;Dense, Faible conso, Croissance modérée
104;104;Bastia;2;23;93;Moyenne;708861;16898;725759;7989;105001;112990;1084230746;36674;593136;33416;16898;0;45635;104.21213419454165;7.608498966676508;6.27366138596336;88.72962823882838;0.0006693768855730273;5.0531925887243565;81.72630308408164;4.604283240028715;2.328321109348971;0.0;6.287899977816328;Dense, Faible conso, Croissance modérée
105;105;Castres;2;23;55;Moyenne;277654;3113;280767;506;104503;105009;1036563658;14692;256991;113;3113;0;5858;101.30492149667859;0.48419662593418367;2.644097172623299;548.7233201581028;0.00027086324880589243;5.23280869902802;91.53176833459773;0.04024689511231733;1.108748535262335;0.0;2.086427535999601;Dense, Faible conso, Croissance modérée
106;106;Mont-de-Marsan;2;23;101;Moyenne;784967;1157;786124;333;101516;101849;2504571097;59152;495718;0;1157;0;230097;40.66524608624436;0.32802710902714843;7.707164527879508;2357.258258258258;0.00031387569749632066;7.524512672301062;63.05849967689575;0.0;0.14717779892230742;0.0;29.269809851880872;Peu dense, Forte conso, Croissance modérée
107;107;Montélimar;2;22;45;Moyenne;660566;78873;739439;5218;94877;100095;759384838;139581;507823;13162;78713;160;0;131.8106380206659;5.499752310886727;6.599390578949998;126.59371406669221;0.0009737342161682717;18.876607806729158;68.6767941642245;1.7799980796252293;10.644961923836854;0.0216380255842605;0.0;Dense, Faible conso, Croissance modérée
108;108;Cambrai;2;22;64;Moyenne;63409;2698;66107;-1720;95172;93452;504358280;9798;45904;3073;2698;0;4634;185.28891802866804;-1.8072542344387006;0.6785194538372641;-36.865697674418605;0.00013107150734196333;14.821425870180164;69.4389399004644;4.648524362019151;4.081262196136567;0.0;7.009847671199722;Dense, Faible conso, Croissance modérée
109;109;Montluçon;2;22;58;Moyenne;364072;800;364872;-4726;95385;90659;1323006148;14779;294299;27918;800;0;27076;68.52500280293482;-4.9546574408974156;4.015839574669917;-77.03597122302158;0.0002757901016193917;4.050461531715232;80.65814861101975;7.651450371637177;0.2192549716064812;0.0;7.420684514021356;Dense, Faible conso, Croissance modérée
110;110;Vichy;2;22;50;Moyenne;223953;356;224309;-301;91530;91229;857832498;13174;204931;0;356;0;5848;106.34826753788943;-0.3288539276739867;2.4548444025474354;-744.0299003322259;0.0002614834487186798;5.873148201810895;91.36102430129866;0.0;0.15870963715232114;0.0;2.6071178597381293;Dense, Faible conso, Croissance modérée
111;111;Dax;2;22;60;Moyenne;656495;5897;662392;3766;88186;91952;1043485446;28772;588211;0;5897;0;39512;88.12005989396425;4.270519130020638;7.139540194884288;174.32156133828997;0.0006347879623421216;4.343651493375524;88.80104228311936;0.0;0.8902583364533388;0.0;5.965047887051776;Dense, Faible conso, Croissance modérée
112;112;Châlons-en-Champagne;2;22;97;Moyenne;158032;5348;163380;-895;87918;87023;1745737138;38196;114252;11;5348;0;5573;49.848856454814104;-1.0179940399008167;1.8159796835319397;-176.57206703910614;9.358797292195774e-05;23.378626514873304;69.93022401762762;0.006732770228914188;3.273350471293916;0.0;3.411066225976252;Dense, Faible conso, Croissance modérée
113;113;Lannion;2;22;40;Moyenne;538329;45044;583373;565;85477;86042;622321161;122124;394458;0;45044;0;21747;138.25980119612228;0.6609965253810967;6.256583993863462;952.7946902654867;0.0009374146928614565;20.93411933702794;67.61677348797424;0.0;7.721303522789022;0.0;3.727803652208793;Dense, Faible conso, Croissance modérée
114;114;Dieppe;2;22;62;Moyenne;554153;27238;581391;-2205;84357;82152;553384830;94219;439435;8011;27238;0;12488;148.45365385241948;-2.6138909634055265;6.745459635797059;-251.31655328798186;0.0010506088502642908;16.20578921930336;75.58338536372253;1.3779023067092542;4.684971043583406;0.0;2.1479520666814587;Dense, Faible conso, Croissance modérée
115;115;Le Puy-en-Velay;2;22;59;Moyenne;469075;2651;471726;973;81841;82814;1065878322;243671;222086;3318;2651;0;0;77.69554769123074;1.1888906538287656;5.664199289975125;482.0914696813977;0.00044257021675312764;51.655198144685684;47.07944866299504;0.7033744165044963;0.5619787758147738;0.0;0.0;Dense, Faible conso, Croissance modérée
116;116;Alençon;2;22;89;Moyenne;753517;4944;758461;-2035;83183;81148;1199029929;539435;208159;5143;4944;0;780;67.67804375632062;-2.4464133296466826;9.285712525262483;-370.2786240786241;0.0006325621918650205;71.1223121557997;27.444918064343454;0.6780836456983286;0.6518463045562;0.0;0.1028398296023131;Peu dense, Forte conso, Croissance modérée
117;117;Châtellerault;2;22;44;Moyenne;443339;272069;715408;-1071;81137;80066;1000558715;204272;234622;1642;8147;263922;2803;80.02129090445231;-1.3199896471400223;5.537169335298379;-413.94864612511674;0.0007150085140180904;28.55321718515868;32.79555162928007;0.22951937915147722;1.1387907320018786;36.89111667747635;0.3918043969315411;Dense, Faible conso, Croissance modérée
118;118;Sens;2;22;65;Moyenne;115850;771;116621;1016;80362;81378;984120764;31527;84323;0;771;0;0;82.69107103201004;1.2642791369055026;1.423603430902701;114.0255905511811;0.00011850273286175679;27.03372462935492;72.30515944812684;0.0;0.6611159225182428;0.0;0.0;Dense, Faible conso, Croissance modérée
119;119;Gap;2;22;73;Moyenne;557756;14483;572239;2222;78642;80864;1666340855;65607;449437;21911;14483;0;20801;48.5278865709621;2.8254622212049543;6.897457459438069;251.015301530153;0.0003434105322947267;11.464964813653037;78.54008552370601;3.828994528509941;2.530935500726095;0.0;3.6350196334049234;Dense, Faible conso, Croissance modérée
120;120;Saintes;2;22;62;Moyenne;330341;298;330639;2266;77888;80154;850933980;82994;247141;34;298;0;172;94.19532170991691;2.9093056696795396;4.12132894178706;145.78155339805826;0.0003885601089757868;25.10109212766794;74.74647576359715;0.010283118446402268;0.09012850873611401;0.0;0.052020481552387955;Dense, Faible conso, Croissance modérée
121;121;Sarreguemines (partie française);2;22;48;Moyenne;60388;291;60679;-2054;79476;77422;519917471;6499;52612;1277;291;0;0;148.91209531983588;-2.584428003422417;0.7799850171785797;-29.400194741966892;0.00011670890744119656;10.710459961436412;86.70544999093592;2.104517213533512;0.4795728340941677;0.0;0.0;Dense, Faible conso, Croissance modérée
122;122;Moulins;2;22;64;Moyenne;634566;13925;648491;-1359;78156;76797;1963589088;296238;328701;3675;13925;0;5952;39.110524940949354;-1.738830032243206;8.262900894566194;-466.93598233995584;0.00033025799744106137;45.68112741734272;50.6870565667064;0.5667002317688294;2.147292714933592;0.0;0.9178230692484554;Peu dense, Forte conso, Croissance modérée
123;123;Aurillac;2;22;85;Moyenne;292390;24942;317332;-107;77354;77247;1810262546;17326;269357;3933;24942;0;1774;42.67171089115601;-0.1383251027742586;3.7851308141416493;-2732.6168224299067;0.00017529611972649187;5.459896890323068;84.88176420909332;1.2393959638485876;7.859906974399052;0.0;0.5590359623359762;Dense, Faible conso, Croissance modérée
124;124;Saint-Lô;2;22;63;Moyenne;321370;19861;341231;126;77029;77155;831867849;55048;257553;3000;19861;0;5769;92.74910683559787;0.16357475755884146;4.165251765925734;2550.5555555555557;0.00041019856748905316;16.132180253259524;75.4776090097324;0.8791698292359136;5.820397326151492;0.0;1.6906435816206618;Dense, Faible conso, Croissance modérée
125;125;Béthune;2;22;23;Moyenne;185072;8210;193282;-328;76759;76431;142376050;59266;121619;4184;8210;0;3;536.8248381662506;-0.4273114553342279;2.421425861234316;-564.2439024390244;0.0013575457389076323;30.662969133183637;62.92308647468465;2.1647126995788537;4.247679556295982;0.0;0.0015521362568682029;Dense, Faible conso, Croissance modérée
126;126;Draguignan;2;22;11;Moyenne;625610;23292;648902;-120;76947;76827;485250968;96270;511316;7828;23292;0;10196;158.32425912852585;-0.15595149908378494;8.143100732815286;-5213.416666666667;0.0013372502947794223;14.835830371920567;78.79710649682077;1.2063454882247242;3.589448021426964;0.0;1.5712696216069608;Peu dense, Forte conso, Croissance modérée
127;127;Haguenau;2;22;34;Moyenne;94696;3614;98310;1665;75666;77331;397658683;27324;66855;517;3614;0;0;194.46576500380354;2.200459915946396;1.224554189135017;56.874474474474475;0.0002472220630474703;27.793713762587736;68.0042722001831;0.5258874987285118;3.676126538500661;0.0;0.0;Dense, Faible conso, Croissance modérée
128;128;Soissons;2;21;92;Moyenne;29302;1279;30581;724;74215;74939;678393159;11748;6863;0;1279;0;10691;110.46544176604824;0.9755440274877047;0.39101135590280095;40.472375690607734;4.5078579573353276e-05;38.41600994081292;22.442039174650926;0.0;4.182335437036068;0.0;34.959615447500084;Dense, Faible conso, Croissance modérée
129;129;Bergerac;2;21;73;Moyenne;360454;3613;364067;-336;73921;73585;1036949541;24894;334534;285;3613;0;741;70.9629515135684;-0.4545393054747636;4.89847115580621;-1072.779761904762;0.00035109422937677927;6.837752391730094;91.88803159857937;0.07828229419310181;0.9923997505953575;0.0;0.20353396490206474;Dense, Faible conso, Croissance modérée
130;130;Montargis;2;21;33;Moyenne;239278;38671;277949;1184;70956;72140;485641766;85517;146168;362;38671;0;7231;148.54570807239836;1.668639720390101;3.3168561131133907;202.09290540540542;0.0005723333935821328;30.767155125580594;52.5880647169085;0.13023972023644625;13.912984036639815;0.0;2.6015564006346485;Dense, Faible conso, Croissance modérée
131;131;Royan;2;21;26;Moyenne;243131;4571;247702;2081;70876;72957;488165160;56369;185650;712;4571;0;400;149.45146843334743;2.9361137761724705;3.3325246378003484;116.83373378183566;0.0005074143349353322;22.75678032474506;74.94893056979758;0.2874421684120435;1.8453625727688918;0.0;0.16148436427642895;Dense, Faible conso, Croissance modérée
132;132;Lons-le-Saunier;2;21;139;Moyenne;250952;45111;296063;133;71196;71329;1189801994;47805;196488;5657;45111;0;1002;59.95031136248037;0.1868082476543626;3.518232415987887;1886.857142857143;0.00024883384083486415;16.14690116630582;66.3669556817299;1.91074197045899;15.23695970114469;0.0;0.3384414803605989;Dense, Faible conso, Croissance modérée
133;133;Saumur;2;21;31;Moyenne;102785;11933;114718;-1821;71860;70039;737467193;31465;71320;0;11933;0;0;94.97236035013697;-2.53409407180629;1.4675395136995102;-56.444261394838;0.00015555675030550138;27.428128105441168;62.16984257047717;0.0;10.402029324081662;0.0;0.0;Dense, Faible conso, Croissance modérée
