CODGEO,LIBCOM,cadres,ouvriers,total
01079,Champagne-en-Valromey,20.438259119018,40.8867111388094,61.3249702578274
01080,Champdor-Corcelles,0.0,43.9472986823917,43.9472986823917
01081,Champfromier,8.85235753165322,77.5403024077475,86.39265993940073
01082,Chanay,11.4377278332618,51.470207171884,62.9079350051458
01083,Chaneins,72.1126684603361,81.7670129493576,153.87968140969372
01084,Chanoz-Châtenay,50.6610928193316,75.7419661159841,126.4030589353157
01085,La Chapelle-du-Châtelard,20.4716143950612,31.0897668191938,51.561381214255
01087,Charix,10.2810580894952,10.6050225255992,20.8860806150944
01088,Charnoz-sur-Ain,73.1290626522526,52.1327532229529,125.2618158752055
01089,Château-Gaillard,101.48239707121,202.909454940578,304.391852011788
01090,Châtenay,5.00746671466664,25.4076860443838,30.415152759050443
01092,Châtillon-la-Palud,87.1821110979706,72.0185887210442,159.2006998190148
01093,Châtillon-sur-Chalaronne,203.276268075287,339.231485354262,542.507753429549
01094,Chavannes-sur-Reyssouze,14.9648095719128,60.6541166045912,75.618926176504
01095,Nivigne et Suran,35.1696107130868,60.9076454285052,96.07725614159199
01096,Chaveyriat,25.6873455501187,91.8890129143182,117.57635846443691
01098,Chazey-Bons,26.0175754718332,134.824686641737,160.8422621135702
01099,Chazey-sur-Ain,110.49738429575,105.80507354637,216.30245784212
01100,Cheignieu-la-Balme,5.0,5.0,10.0
01101,Chevillard,14.8026315789474,14.8026315789474,29.6052631578948
01102,Chevroux,15.1711795531636,118.11068696451,133.2818665176736
01103,Chevry,324.344322294608,89.1999728988726,413.5442951934806
01104,Chézery-Forens,21.0010094010961,40.3522282236826,61.3532376247787
01105,Civrieux,146.712457650334,83.8429633585102,230.55542100884418
01106,Cize,4.91620111731844,9.83240223463687,14.74860335195531
01107,Cleyzieu,19.4444444444444,4.86111111111111,24.30555555555551
01108,Coligny,53.4623969799253,108.85210331225,162.3145002921753
01109,Collonges,182.970553064249,147.985450224406,330.956003288655
01110,Colomieu,0.0,20.8974358974359,20.8974358974359
01111,Conand,30.6818181818182,10.2272727272727,40.9090909090909
01112,Condamine,30.4577073942129,70.7945721753327,101.2522795695456
01113,Condeissiat,4.95842476206023,64.3645350243844,69.32295978644463
01114,Confort,34.3671512687823,47.0044258096905,81.3715770784728
01115,Confrançon,49.5757741147978,133.501374338126,183.0771484529238
01116,Contrevoz,0.0,39.167932535139,39.167932535139
01117,Conzieu,0.0,14.8013245033113,14.8013245033113
01118,Corbonod,48.3639949720947,112.279479166452,160.6434741385467
01121,Corlier,5.04310344827586,10.0862068965517,15.129310344827559
01123,Cormoranche-sur-Saône,45.4834331034239,84.2738249558133,129.7572580592372
01124,Cormoz,24.9194108033084,70.1319775003124,95.0513883036208
01125,Corveissiat,18.7931540558674,81.9861640669055,100.7793181227729
01127,Courmangoux,14.856105008688,39.6099029631016,54.466007971789594
01128,Courtes,14.3724057616535,24.7268792707098,39.0992850323633
01129,Crans,20.6567381862279,15.3274995669407,35.9842377531686
01130,Bresse Vallons,59.8746754185148,174.209551435706,234.0842268542208
01133,Cressin-Rochefort,14.86801323838,39.7932878913106,54.6613011296906
01134,Crottet,78.753001852434,137.878142185929,216.631144038363
01135,Crozet,234.237880498103,74.3789790334787,308.6168595315817
01136,Cruzilles-lès-Mépillat,47.5222742511399,84.5241130175011,132.04638726864098
