CODGEO,AAV2020,LIBAAV2020,CATEAAV2020
64418,044,Pau,20
64419,044,Pau,20
64420,000,Commune hors attraction des villes,30
64421,044,Pau,20
64422,253,Oloron-Sainte-Marie,11
64423,594,Salies-de-Béarn,20
64424,485,Mauléon-Licharre,20
64425,000,Commune hors attraction des villes,30
64426,253,Oloron-Sainte-Marie,20
64427,000,Commune hors attraction des villes,30
64428,000,Commune hors attraction des villes,30
64429,502,Saint-Palais,20
64430,310,Orthez,11
64431,044,Pau,20
64432,000,Commune hors attraction des villes,30
64433,000,Commune hors attraction des villes,30
64434,000,Commune hors attraction des villes,30
64435,502,Saint-Palais,20
64436,000,Commune hors attraction des villes,30
64437,502,Saint-Palais,20
64438,044,Pau,20
64439,044,Pau,20
64440,310,Orthez,20
64441,000,Commune hors attraction des villes,30
64442,044,Pau,20
64443,044,Pau,20
64444,044,Pau,20
64445,044,Pau,11
64446,044,Pau,20
64447,044,Pau,20
64448,044,Pau,20
64449,253,Oloron-Sainte-Marie,20
64450,044,Pau,20
64451,044,Pau,20
64452,000,Commune hors attraction des villes,30
64453,044,Pau,20
64454,044,Pau,20
64455,000,Commune hors attraction des villes,30
64456,044,Pau,20
64457,044,Pau,20
64458,253,Oloron-Sainte-Marie,20
64459,253,Oloron-Sainte-Marie,20
64460,253,Oloron-Sainte-Marie,12
64461,000,Commune hors attraction des villes,30
64462,310,Orthez,20
64463,044,Pau,20
64464,000,Commune hors attraction des villes,30
64465,044,Pau,20
64466,000,Commune hors attraction des villes,30
64467,044,Pau,20
64468,485,Mauléon-Licharre,20
64469,044,Pau,20
64470,044,Pau,20
64471,310,Orthez,20
64472,044,Pau,20
64473,044,Pau,20
64474,000,Commune hors attraction des villes,30
64475,000,Commune hors attraction des villes,30
64476,000,Commune hors attraction des villes,30
64477,000,Commune hors attraction des villes,30
64478,044,Pau,20
64479,310,Orthez,20
64480,000,Commune hors attraction des villes,30
64481,253,Oloron-Sainte-Marie,20
64482,044,Pau,20
64483,047,Bayonne (partie française),20
64484,523,Saint-Jean-Pied-de-Port,20
64485,523,Saint-Jean-Pied-de-Port,11
64486,044,Pau,20
64487,000,Commune hors attraction des villes,30
64488,044,Pau,20
64489,000,Commune hors attraction des villes,30
64490,000,Commune hors attraction des villes,30
64491,044,Pau,20
64492,523,Saint-Jean-Pied-de-Port,20
64493,502,Saint-Palais,11
64494,000,Commune hors attraction des villes,30
64495,047,Bayonne (partie française),20
64496,047,Bayonne (partie française),20
64498,000,Commune hors attraction des villes,30
64499,594,Salies-de-Béarn,11
64500,310,Orthez,20
64501,310,Orthez,20
64502,047,Bayonne (partie française),20
64503,044,Pau,20
64504,000,Commune hors attraction des villes,30
64505,310,Orthez,20
64506,253,Oloron-Sainte-Marie,20
64507,044,Pau,20
64508,253,Oloron-Sainte-Marie,20
64509,485,Mauléon-Licharre,20
64510,310,Orthez,20
64511,044,Pau,20
64512,000,Commune hors attraction des villes,30
64513,000,Commune hors attraction des villes,30
64514,044,Pau,20
64515,044,Pau,20
64516,044,Pau,20
64517,044,Pau,20
64518,044,Pau,20
64519,044,Pau,20
64520,044,Pau,20
64521,044,Pau,20
64522,044,Pau,20
64523,044,Pau,20
64524,044,Pau,20
64525,044,Pau,20
64526,044,Pau,20
64527,047,Bayonne (partie française),20
64528,000,Commune hors attraction des villes,30
64529,253,Oloron-Sainte-Marie,20
64530,253,Oloron-Sainte-Marie,20
64531,000,Commune hors attraction des villes,30
64532,044,Pau,20
64533,000,Commune hors attraction des villes,30
64534,044,Pau,20
64535,044,Pau,20
64536,044,Pau,20
64537,253,Oloron-Sainte-Marie,20
64538,523,Saint-Jean-Pied-de-Port,12
64539,502,Saint-Palais,20
64540,047,Bayonne (partie française),20
64542,000,Commune hors attraction des villes,30
64543,000,Commune hors attraction des villes,30
64544,044,Pau,20
64545,261,Hendaye (partie française),20
64546,047,Bayonne (partie française),20
64547,047,Bayonne (partie française),20
64548,044,Pau,20
64549,044,Pau,20
64550,044,Pau,20
64551,253,Oloron-Sainte-Marie,20
64552,044,Pau,20
64554,044,Pau,20
64555,000,Commune hors attraction des villes,30
64556,496,Mourenx,20
64557,044,Pau,20
64558,047,Bayonne (partie française),20
64559,485,Mauléon-Licharre,20
64560,044,Pau,20
65001,518,Argelès-Gazost,20
65002,282,Lourdes,20
65003,000,Commune hors attraction des villes,30
65004,282,Lourdes,20
65005,085,Tarbes,20
65006,000,Commune hors attraction des villes,30
65007,085,Tarbes,20
65009,312,Lannemezan,20
65010,085,Tarbes,20
65011,282,Lourdes,20
65012,000,Commune hors attraction des villes,30
65013,085,Tarbes,20
65014,000,Commune hors attraction des villes,30
65015,000,Commune hors attraction des villes,30
65016,085,Tarbes,20
65017,000,Commune hors attraction des villes,30
65018,000,Commune hors attraction des villes,30
65019,085,Tarbes,20
65020,282,Lourdes,20
65021,518,Argelès-Gazost,12
65022,518,Argelès-Gazost,20
65023,000,Commune hors attraction des villes,30
65024,398,Bagnères-de-Bigorre,20
65025,518,Argelès-Gazost,11
65026,000,Commune hors attraction des villes,30
65028,312,Lannemezan,20
65029,518,Argelès-Gazost,20
65031,000,Commune hors attraction des villes,30
65032,000,Commune hors attraction des villes,30
65033,282,Lourdes,20
65034,312,Lannemezan,20
65035,085,Tarbes,20
65036,518,Argelès-Gazost,20
65037,312,Lannemezan,20
65038,282,Lourdes,20
65039,000,Commune hors attraction des villes,30
65040,282,Lourdes,20
65041,398,Bagnères-de-Bigorre,20
65042,398,Bagnères-de-Bigorre,20
65043,398,Bagnères-de-Bigorre,20
65044,085,Tarbes,20
65045,518,Argelès-Gazost,20
65046,000,Commune hors attraction des villes,30
65047,085,Tarbes,20
65048,085,Tarbes,20
65049,639,Maubourguet,20
65050,000,Commune hors attraction des villes,30
65051,312,Lannemezan,20
65052,282,Lourdes,20
65053,000,Commune hors attraction des villes,30
65054,312,Lannemezan,20
65055,282,Lourdes,20
65056,282,Lourdes,20
65057,085,Tarbes,20
65058,000,Commune hors attraction des villes,30
65059,398,Bagnères-de-Bigorre,11
65060,398,Bagnères-de-Bigorre,20
65061,085,Tarbes,20
65062,085,Tarbes,20
65063,085,Tarbes,20
65064,000,Commune hors attraction des villes,30
65065,282,Lourdes,20
65066,000,Commune hors attraction des villes,30
65067,085,Tarbes,20
65068,000,Commune hors attraction des villes,30
65069,312,Lannemezan,20
65070,282,Lourdes,20
65071,000,Commune hors attraction des villes,30
65072,085,Tarbes,20
65073,085,Tarbes,20
65074,000,Commune hors attraction des villes,30
65075,000,Commune hors attraction des villes,30
65076,312,Lannemezan,20
65077,518,Argelès-Gazost,20
65078,398,Bagnères-de-Bigorre,20
65079,312,Lannemezan,20
65080,085,Tarbes,20
65081,312,Lannemezan,20
65082,282,Lourdes,20
65083,085,Tarbes,20
65084,085,Tarbes,20
65085,000,Commune hors attraction des villes,30
65086,312,Lannemezan,20
65087,000,Commune hors attraction des villes,30
65088,000,Commune hors attraction des villes,30
65089,000,Commune hors attraction des villes,30
65090,000,Commune hors attraction des villes,30
65091,398,Bagnères-de-Bigorre,20
65092,000,Commune hors attraction des villes,30
65093,312,Lannemezan,20
65094,312,Lannemezan,20
65095,000,Commune hors attraction des villes,30
65096,312,Lannemezan,20
65097,312,Lannemezan,20
65098,282,Lourdes,20
65099,000,Commune hors attraction des villes,30
65100,085,Tarbes,20
65101,085,Tarbes,20
65102,000,Commune hors attraction des villes,30
65103,085,Tarbes,20
65104,085,Tarbes,20
65105,000,Commune hors attraction des villes,30
65106,000,Commune hors attraction des villes,30
65107,282,Lourdes,20
65108,085,Tarbes,20
65109,000,Commune hors attraction des villes,30
65110,000,Commune hors attraction des villes,30
65111,000,Commune hors attraction des villes,30
65112,000,Commune hors attraction des villes,30
65113,085,Tarbes,20
65114,085,Tarbes,20
65115,085,Tarbes,20
65116,000,Commune hors attraction des villes,30
65117,000,Commune hors attraction des villes,30
65118,312,Lannemezan,20
65119,085,Tarbes,20
65120,085,Tarbes,20
65121,085,Tarbes,20
65123,398,Bagnères-de-Bigorre,20
65124,000,Commune hors attraction des villes,30
65125,312,Lannemezan,20
65126,000,Commune hors attraction des villes,30
65127,312,Lannemezan,20
65128,312,Lannemezan,20
65129,000,Commune hors attraction des villes,30
65130,000,Commune hors attraction des villes,30
65131,085,Tarbes,20
65132,085,Tarbes,20
65133,085,Tarbes,20
65134,000,Commune hors attraction des villes,30
65135,398,Bagnères-de-Bigorre,20
65136,000,Commune hors attraction des villes,30
65137,639,Maubourguet,20
65138,000,Commune hors attraction des villes,30
65139,000,Commune hors attraction des villes,30
65140,000,Commune hors attraction des villes,30
65141,000,Commune hors attraction des villes,30
65142,085,Tarbes,20
65143,085,Tarbes,20
65144,282,Lourdes,20
65145,000,Commune hors attraction des villes,30
65146,085,Tarbes,20
65147,085,Tarbes,20
65148,000,Commune hors attraction des villes,30
65149,085,Tarbes,20
65150,312,Lannemezan,20
65151,085,Tarbes,20
65153,085,Tarbes,20
65154,000,Commune hors attraction des villes,30
65155,000,Commune hors attraction des villes,30
65156,085,Tarbes,20
65157,000,Commune hors attraction des villes,30
65158,000,Commune hors attraction des villes,30
65159,312,Lannemezan,20
65160,085,Tarbes,20
65161,085,Tarbes,20
65162,398,Bagnères-de-Bigorre,20
65163,000,Commune hors attraction des villes,30
65164,282,Lourdes,20
65165,000,Commune hors attraction des villes,30
65166,312,Lannemezan,20
65167,000,Commune hors attraction des villes,30
65168,000,Commune hors attraction des villes,30
65169,000,Commune hors attraction des villes,30
65170,000,Commune hors attraction des villes,30
65171,000,Commune hors attraction des villes,30
65172,000,Commune hors attraction des villes,30
65173,000,Commune hors attraction des villes,30
65174,639,Maubourguet,20
65175,000,Commune hors attraction des villes,30
65176,000,Commune hors attraction des villes,30
65177,000,Commune hors attraction des villes,30
65178,085,Tarbes,20
65179,398,Bagnères-de-Bigorre,20
65180,000,Commune hors attraction des villes,30
65181,085,Tarbes,20
65182,518,Argelès-Gazost,20
65183,312,Lannemezan,20
65184,312,Lannemezan,20
65185,044,Pau,20
65186,000,Commune hors attraction des villes,30
65187,312,Lannemezan,20
65189,085,Tarbes,20
65190,312,Lannemezan,20
65191,282,Lourdes,20
65192,000,Commune hors attraction des villes,30
65193,000,Commune hors attraction des villes,30
65194,312,Lannemezan,20
65195,000,Commune hors attraction des villes,30
65196,085,Tarbes,20
65197,282,Lourdes,20
65198,398,Bagnères-de-Bigorre,20
65199,000,Commune hors attraction des villes,30
65200,398,Bagnères-de-Bigorre,20
65201,282,Lourdes,20
65202,518,Argelès-Gazost,20
65203,282,Lourdes,20
65204,085,Tarbes,20
65205,000,Commune hors attraction des villes,30
65206,085,Tarbes,20
65207,000,Commune hors attraction des villes,30
65208,000,Commune hors attraction des villes,30
65209,000,Commune hors attraction des villes,30
65210,000,Commune hors attraction des villes,30
65211,000,Commune hors attraction des villes,30
65212,000,Commune hors attraction des villes,30
65213,000,Commune hors attraction des villes,30
65214,000,Commune hors attraction des villes,30
65215,639,Maubourguet,20
65216,085,Tarbes,20
65217,312,Lannemezan,20
65218,312,Lannemezan,20
65219,000,Commune hors attraction des villes,30
65220,085,Tarbes,20
65221,085,Tarbes,20
65222,085,Tarbes,20
65223,085,Tarbes,20
65224,312,Lannemezan,20
65225,085,Tarbes,20
65226,085,Tarbes,20
65228,000,Commune hors attraction des villes,30
65229,000,Commune hors attraction des villes,30
65230,000,Commune hors attraction des villes,30
65231,312,Lannemezan,20
65232,085,Tarbes,20
65233,282,Lourdes,20
65234,000,Commune hors attraction des villes,30
65235,085,Tarbes,20
65236,282,Lourdes,20
65237,282,Lourdes,20
65238,398,Bagnères-de-Bigorre,20
65239,312,Lannemezan,20
65240,639,Maubourguet,20
65241,312,Lannemezan,20
65242,085,Tarbes,20
65243,085,Tarbes,20
65244,085,Tarbes,20
65245,312,Lannemezan,20
65247,282,Lourdes,20
65248,639,Maubourguet,20
65249,000,Commune hors attraction des villes,30
65250,000,Commune hors attraction des villes,30
65251,085,Tarbes,20
65252,282,Lourdes,20
65253,000,Commune hors attraction des villes,30
65254,085,Tarbes,20
65255,000,Commune hors attraction des villes,30
65256,085,Tarbes,20
65257,085,Tarbes,20
65258,312,Lannemezan,11
65259,085,Tarbes,20
65260,000,Commune hors attraction des villes,30
65261,312,Lannemezan,20
65262,085,Tarbes,20
65263,000,Commune hors attraction des villes,30
65264,639,Maubourguet,20
65265,085,Tarbes,20
65266,000,Commune hors attraction des villes,30
65267,518,Argelès-Gazost,12
65268,085,Tarbes,20
65269,085,Tarbes,20
65270,085,Tarbes,20
65271,282,Lourdes,20
65272,085,Tarbes,20
65273,085,Tarbes,20
65274,000,Commune hors attraction des villes,30
65275,398,Bagnères-de-Bigorre,20
65276,085,Tarbes,20
65277,312,Lannemezan,20
65278,312,Lannemezan,20
65279,312,Lannemezan,20
65280,282,Lourdes,20
65281,085,Tarbes,20
65282,000,Commune hors attraction des villes,30
65283,529,Bagnères-de-Luchon,20
65284,085,Tarbes,20
65285,085,Tarbes,20
65286,282,Lourdes,11
65287,000,Commune hors attraction des villes,30
65288,000,Commune hors attraction des villes,30
65289,000,Commune hors attraction des villes,30
65290,085,Tarbes,20
65291,282,Lourdes,20
65292,044,Pau,20
65293,000,Commune hors attraction des villes,30
65294,312,Lannemezan,20
65295,000,Commune hors attraction des villes,30
65296,000,Commune hors attraction des villes,30
65297,085,Tarbes,20
65298,085,Tarbes,20
65299,085,Tarbes,20
65300,398,Bagnères-de-Bigorre,20
65301,085,Tarbes,20
65303,085,Tarbes,20
65304,639,Maubourguet,11
65305,000,Commune hors attraction des villes,30
65306,312,Lannemezan,20
65307,195,Saint-Gaudens,20
65308,085,Tarbes,20
65309,312,Lannemezan,20
65310,398,Bagnères-de-Bigorre,20
65311,085,Tarbes,20
65313,085,Tarbes,20
65314,085,Tarbes,20
65315,000,Commune hors attraction des villes,30
65316,312,Lannemezan,20
65317,000,Commune hors attraction des villes,30
65318,312,Lannemezan,20
65319,312,Lannemezan,20
65320,085,Tarbes,20
65321,085,Tarbes,20
65322,312,Lannemezan,20
65323,312,Lannemezan,20
65324,085,Tarbes,20
65325,085,Tarbes,20
65326,000,Commune hors attraction des villes,30
65327,312,Lannemezan,20
65328,282,Lourdes,20
65329,312,Lannemezan,20
65330,085,Tarbes,20
65331,085,Tarbes,20
65332,085,Tarbes,20
65333,085,Tarbes,20
65334,282,Lourdes,20
65335,085,Tarbes,20
65336,000,Commune hors attraction des villes,30
65337,000,Commune hors attraction des villes,30
65338,085,Tarbes,20
65339,085,Tarbes,20
65340,085,Tarbes,20
65341,085,Tarbes,20
65342,085,Tarbes,20
65343,282,Lourdes,20
65344,085,Tarbes,20
65345,398,Bagnères-de-Bigorre,20
65346,085,Tarbes,20
65347,000,Commune hors attraction des villes,30
65348,282,Lourdes,20
65349,282,Lourdes,20
65350,085,Tarbes,20
65351,282,Lourdes,20
65352,282,Lourdes,20
65353,085,Tarbes,20
65354,000,Commune hors attraction des villes,30
65355,282,Lourdes,20
65356,312,Lannemezan,20
65357,085,Tarbes,20
65358,000,Commune hors attraction des villes,30
65359,085,Tarbes,20
65360,282,Lourdes,20
65361,085,Tarbes,20
65362,518,Argelès-Gazost,20
65363,312,Lannemezan,20
65364,085,Tarbes,20
65366,282,Lourdes,20
65367,085,Tarbes,20
65368,000,Commune hors attraction des villes,30
65369,085,Tarbes,20
65370,398,Bagnères-de-Bigorre,20
65371,518,Argelès-Gazost,20
65372,085,Tarbes,20
65373,000,Commune hors attraction des villes,30
65374,000,Commune hors attraction des villes,30
65375,085,Tarbes,20
65376,312,Lannemezan,20
65377,312,Lannemezan,20
65378,085,Tarbes,20
65379,000,Commune hors attraction des villes,30
65380,085,Tarbes,20
65381,312,Lannemezan,20
65382,000,Commune hors attraction des villes,30
65383,000,Commune hors attraction des villes,30
65384,000,Commune hors attraction des villes,30
65385,312,Lannemezan,20
65386,282,Lourdes,20
65387,000,Commune hors attraction des villes,30
65388,000,Commune hors attraction des villes,30
65389,312,Lannemezan,20
65390,085,Tarbes,20
65391,000,Commune hors attraction des villes,30
65392,085,Tarbes,20
65393,518,Argelès-Gazost,20
65394,000,Commune hors attraction des villes,30
65395,282,Lourdes,20
65396,518,Argelès-Gazost,20
65397,085,Tarbes,20
65398,529,Bagnères-de-Luchon,20
65399,000,Commune hors attraction des villes,30
65400,518,Argelès-Gazost,20
65401,085,Tarbes,20
65402,000,Commune hors attraction des villes,30
65403,085,Tarbes,20
65404,000,Commune hors attraction des villes,30
65405,000,Commune hors attraction des villes,30
65406,085,Tarbes,20
65407,000,Commune hors attraction des villes,30
65408,000,Commune hors attraction des villes,30
65409,085,Tarbes,20
65410,085,Tarbes,20
65411,000,Commune hors attraction des villes,30
65412,085,Tarbes,20
65413,000,Commune hors attraction des villes,30
65414,085,Tarbes,20
65415,282,Lourdes,20
65416,000,Commune hors attraction des villes,30
65417,085,Tarbes,12
65418,085,Tarbes,20
65419,000,Commune hors attraction des villes,30
65420,518,Argelès-Gazost,20
65421,282,Lourdes,20
65422,044,Pau,20
65423,000,Commune hors attraction des villes,30
65424,000,Commune hors attraction des villes,30
65425,085,Tarbes,20
65426,085,Tarbes,20
65427,000,Commune hors attraction des villes,30
65428,000,Commune hors attraction des villes,30
65429,639,Maubourguet,20
65430,085,Tarbes,20
65431,000,Commune hors attraction des villes,30
65432,639,Maubourguet,20
65433,085,Tarbes,20
65435,000,Commune hors attraction des villes,30
65436,085,Tarbes,20
65437,312,Lannemezan,20
65438,085,Tarbes,20
65439,085,Tarbes,20
65440,085,Tarbes,11
65441,000,Commune hors attraction des villes,30
65442,000,Commune hors attraction des villes,30
65443,085,Tarbes,20
65444,195,Saint-Gaudens,20
65445,312,Lannemezan,20
65446,085,Tarbes,20
65447,085,Tarbes,20
65448,000,Commune hors attraction des villes,30
65449,000,Commune hors attraction des villes,30
65450,000,Commune hors attraction des villes,30
65451,085,Tarbes,20
65452,000,Commune hors attraction des villes,30
65453,000,Commune hors attraction des villes,30
65454,085,Tarbes,20
65455,312,Lannemezan,20
65456,312,Lannemezan,20
65457,085,Tarbes,20
65458,518,Argelès-Gazost,20
65459,398,Bagnères-de-Bigorre,20
65460,085,Tarbes,20
65461,000,Commune hors attraction des villes,30
65462,639,Maubourguet,20
65463,000,Commune hors attraction des villes,30
65464,085,Tarbes,20
65465,000,Commune hors attraction des villes,30
65466,000,Commune hors attraction des villes,30
65467,518,Argelès-Gazost,20
65468,312,Lannemezan,20
65469,000,Commune hors attraction des villes,30
65470,282,Lourdes,20
65471,000,Commune hors attraction des villes,30
65472,639,Maubourguet,20
65473,000,Commune hors attraction des villes,30
65474,000,Commune hors attraction des villes,30
65475,000,Commune hors attraction des villes,30
65476,044,Pau,20
65477,085,Tarbes,20
65478,000,Commune hors attraction des villes,30
65479,085,Tarbes,20
65481,000,Commune hors attraction des villes,30
65482,312,Lannemezan,20
66001,030,Perpignan,20
66002,030,Perpignan,20
66003,566,Amélie-les-Bains-Palalda,11
66004,000,Commune hors attraction des villes,30
66005,000,Commune hors attraction des villes,30
66006,030,Perpignan,20
66007,030,Perpignan,20
66008,030,Perpignan,20
66009,566,Amélie-les-Bains-Palalda,12
66010,000,Commune hors attraction des villes,30
66011,030,Perpignan,20
66012,030,Perpignan,20
66013,000,Commune hors attraction des villes,30
66014,030,Perpignan,20
66015,030,Perpignan,20
66016,587,Banyuls-sur-Mer,11
66017,030,Perpignan,20
66018,000,Commune hors attraction des villes,30
66019,030,Perpignan,20
66020,000,Commune hors attraction des villes,30
66021,030,Perpignan,20
66022,030,Perpignan,20
66023,030,Perpignan,20
66024,030,Perpignan,20
66025,000,Commune hors attraction des villes,30
66026,030,Perpignan,20
66027,000,Commune hors attraction des villes,30
66028,030,Perpignan,12
66029,030,Perpignan,20
66030,030,Perpignan,20
66032,030,Perpignan,20
66033,030,Perpignan,20
66034,363,Prades,20
66035,000,Commune hors attraction des villes,30
66036,000,Commune hors attraction des villes,30
66037,030,Perpignan,20
66038,030,Perpignan,20
66039,030,Perpignan,20
66040,030,Perpignan,20
66041,030,Perpignan,20
66042,030,Perpignan,20
66043,000,Commune hors attraction des villes,30
66044,030,Perpignan,20
66045,363,Prades,12
66046,030,Perpignan,20
66047,000,Commune hors attraction des villes,30
66048,587,Banyuls-sur-Mer,20
66049,490,Céret,11
66050,030,Perpignan,20
66051,363,Prades,20
66052,363,Prades,12
66053,000,Commune hors attraction des villes,30
66054,363,Prades,20
66055,030,Perpignan,20
66056,030,Perpignan,20
66057,363,Prades,20
66058,030,Perpignan,20
66059,030,Perpignan,20
66060,566,Amélie-les-Bains-Palalda,20
66061,000,Commune hors attraction des villes,30
66062,000,Commune hors attraction des villes,30
66063,030,Perpignan,20
66064,000,Commune hors attraction des villes,30
66065,030,Perpignan,20
66066,000,Commune hors attraction des villes,30
66067,000,Commune hors attraction des villes,30
66068,363,Prades,20
66069,030,Perpignan,20
66070,030,Perpignan,20
66071,030,Perpignan,20
66072,000,Commune hors attraction des villes,30
66073,030,Perpignan,20
66074,363,Prades,20
66075,000,Commune hors attraction des villes,30
66076,000,Commune hors attraction des villes,30
66077,000,Commune hors attraction des villes,30
66078,363,Prades,20
66079,030,Perpignan,20
66080,000,Commune hors attraction des villes,30
66081,000,Commune hors attraction des villes,30
66082,000,Commune hors attraction des villes,30
66083,000,Commune hors attraction des villes,30
66084,030,Perpignan,20
66085,363,Prades,20
66086,000,Commune hors attraction des villes,30
66088,030,Perpignan,20
66089,030,Perpignan,20
66090,363,Prades,20
66091,000,Commune hors attraction des villes,30
66092,030,Perpignan,20
66093,030,Perpignan,20
66094,030,Perpignan,20
66095,000,Commune hors attraction des villes,30
66096,030,Perpignan,20
66097,030,Perpignan,20
66098,000,Commune hors attraction des villes,30
66099,030,Perpignan,20
66100,000,Commune hors attraction des villes,30
66101,030,Perpignan,20
66102,000,Commune hors attraction des villes,30
66103,030,Perpignan,20
66104,363,Prades,20
66105,000,Commune hors attraction des villes,30
66106,030,Perpignan,20
66107,030,Perpignan,20
66108,030,Perpignan,20
66109,363,Prades,20
66111,030,Perpignan,20
66112,030,Perpignan,20
66113,566,Amélie-les-Bains-Palalda,20
66114,030,Perpignan,20
66115,030,Perpignan,20
66116,566,Amélie-les-Bains-Palalda,20
66117,000,Commune hors attraction des villes,30
66118,030,Perpignan,20
66119,363,Prades,20
66120,000,Commune hors attraction des villes,30
66121,030,Perpignan,20
66122,363,Prades,20
66123,000,Commune hors attraction des villes,30
66124,000,Commune hors attraction des villes,30
66125,363,Prades,20
66126,030,Perpignan,20
66127,030,Perpignan,20
66128,363,Prades,20
66129,030,Perpignan,20
66130,000,Commune hors attraction des villes,30
66132,000,Commune hors attraction des villes,30
66133,030,Perpignan,20
66134,030,Perpignan,20
66136,030,Perpignan,11
66137,000,Commune hors attraction des villes,30
66138,030,Perpignan,20
66139,030,Perpignan,20
66140,030,Perpignan,20
66141,030,Perpignan,20
66142,000,Commune hors attraction des villes,30
66143,030,Perpignan,20
66144,030,Perpignan,20
66145,030,Perpignan,20
66146,000,Commune hors attraction des villes,30
66147,000,Commune hors attraction des villes,30
66148,000,Commune hors attraction des villes,30
66149,363,Prades,11
66150,000,Commune hors attraction des villes,30
66151,000,Commune hors attraction des villes,30
66152,000,Commune hors attraction des villes,30
66153,000,Commune hors attraction des villes,30
66154,000,Commune hors attraction des villes,30
66155,363,Prades,20
66156,000,Commune hors attraction des villes,30
66157,000,Commune hors attraction des villes,30
66158,030,Perpignan,20
66159,000,Commune hors attraction des villes,30
66160,490,Céret,20
66161,363,Prades,12
66162,030,Perpignan,20
66164,030,Perpignan,20
66165,030,Perpignan,20
66166,363,Prades,20
66167,000,Commune hors attraction des villes,30
66168,030,Perpignan,20
66169,030,Perpignan,20
66170,030,Perpignan,20
66171,030,Perpignan,20
66172,030,Perpignan,12
66173,030,Perpignan,20
66174,030,Perpignan,20
66175,030,Perpignan,20
66176,030,Perpignan,20
66177,030,Perpignan,20
66178,030,Perpignan,20
66179,000,Commune hors attraction des villes,30
66180,030,Perpignan,20
66181,000,Commune hors attraction des villes,30
66182,030,Perpignan,20
66183,000,Commune hors attraction des villes,30
66184,030,Perpignan,20
66185,030,Perpignan,20
66186,030,Perpignan,20
66187,030,Perpignan,20
66188,000,Commune hors attraction des villes,30
66189,030,Perpignan,20
66190,030,Perpignan,20
66191,000,Commune hors attraction des villes,30
66192,000,Commune hors attraction des villes,30
66193,363,Prades,20
66194,000,Commune hors attraction des villes,30
66195,030,Perpignan,20
66196,030,Perpignan,20
66197,000,Commune hors attraction des villes,30
66198,000,Commune hors attraction des villes,30
66199,490,Céret,20
66201,030,Perpignan,20
66202,000,Commune hors attraction des villes,30
66203,566,Amélie-les-Bains-Palalda,20
66204,363,Prades,20
66205,000,Commune hors attraction des villes,30
66206,000,Commune hors attraction des villes,30
66207,030,Perpignan,20
66208,030,Perpignan,20
66209,000,Commune hors attraction des villes,30
66210,030,Perpignan,20
66211,030,Perpignan,20
66212,030,Perpignan,20
66213,030,Perpignan,20
66214,030,Perpignan,20
66215,030,Perpignan,20
66216,030,Perpignan,20
66217,030,Perpignan,20
66218,000,Commune hors attraction des villes,30
66219,363,Prades,20
66220,000,Commune hors attraction des villes,30
66221,000,Commune hors attraction des villes,30
66222,363,Prades,20
66223,363,Prades,20
66224,030,Perpignan,20
66225,030,Perpignan,20
66226,030,Perpignan,20
66227,030,Perpignan,20
66228,030,Perpignan,20
66230,030,Perpignan,20
66231,030,Perpignan,20
66232,000,Commune hors attraction des villes,30
66233,030,Perpignan,20
66234,000,Commune hors attraction des villes,30
67001,010,Strasbourg (partie française),20
67002,000,Commune hors attraction des villes,30
67003,158,Sélestat,20
67004,010,Strasbourg (partie française),20
67005,010,Strasbourg (partie française),20
67006,010,Strasbourg (partie française),20
67008,010,Strasbourg (partie française),20
67009,537,Sarre-Union,20
67010,000,Commune hors attraction des villes,30
67011,570,Marckolsheim,12
67012,000,Commune hors attraction des villes,30
67013,000,Commune hors attraction des villes,30
67016,010,Strasbourg (partie française),20
67017,000,Commune hors attraction des villes,30
67018,010,Strasbourg (partie française),20
67019,158,Sélestat,20
67020,000,Commune hors attraction des villes,30
67021,010,Strasbourg (partie française),20
67022,158,Sélestat,20
67023,010,Strasbourg (partie française),20
67025,000,Commune hors attraction des villes,30
67026,010,Strasbourg (partie française),20
67027,000,Commune hors attraction des villes,30
67028,010,Strasbourg (partie française),20
67029,000,Commune hors attraction des villes,30
67030,010,Strasbourg (partie française),20
67031,010,Strasbourg (partie française),20
67032,010,Strasbourg (partie française),20
67033,010,Strasbourg (partie française),20
67034,010,Strasbourg (partie française),20
67035,010,Strasbourg (partie française),20
67036,000,Commune hors attraction des villes,30
67037,127,Haguenau,20
67038,010,Strasbourg (partie française),20
67039,010,Strasbourg (partie française),20
67040,000,Commune hors attraction des villes,30
67043,010,Strasbourg (partie française),12
67044,000,Commune hors attraction des villes,30
67045,010,Strasbourg (partie française),20
67046,010,Strasbourg (partie française),20
67047,537,Sarre-Union,20
67048,127,Haguenau,20
67049,010,Strasbourg (partie française),20
67050,010,Strasbourg (partie française),20
67051,000,Commune hors attraction des villes,30
67052,010,Strasbourg (partie française),20
67053,158,Sélestat,20
67054,010,Strasbourg (partie française),20
67055,010,Strasbourg (partie française),20
67056,570,Marckolsheim,12
67057,000,Commune hors attraction des villes,30
67058,010,Strasbourg (partie française),20
67059,000,Commune hors attraction des villes,30
67060,010,Strasbourg (partie française),20
67061,657,Bouxwiller,11
67062,158,Sélestat,20
67063,158,Sélestat,20
67065,010,Strasbourg (partie française),20
67066,000,Commune hors attraction des villes,30
67067,010,Strasbourg (partie française),20
67068,010,Strasbourg (partie française),20
67069,000,Commune hors attraction des villes,30
67070,537,Sarre-Union,20
