CODGEO,AAV2020,LIBAAV2020,CATEAAV2020
58062,000,Commune hors attraction des villes,30
58063,000,Commune hors attraction des villes,30
58064,000,Commune hors attraction des villes,30
58065,000,Commune hors attraction des villes,30
58066,000,Commune hors attraction des villes,30
58067,097,Nevers,20
58068,000,Commune hors attraction des villes,30
58069,000,Commune hors attraction des villes,30
58070,000,Commune hors attraction des villes,30
58071,000,Commune hors attraction des villes,30
58072,097,Nevers,20
58073,383,Clamecy,20
58074,000,Commune hors attraction des villes,30
58075,000,Commune hors attraction des villes,30
58076,000,Commune hors attraction des villes,30
58077,254,Cosne-Cours-sur-Loire,20
58078,097,Nevers,20
58079,383,Clamecy,11
58080,000,Commune hors attraction des villes,30
58081,000,Commune hors attraction des villes,30
58082,000,Commune hors attraction des villes,30
58083,000,Commune hors attraction des villes,30
58084,000,Commune hors attraction des villes,30
58085,383,Clamecy,20
58086,254,Cosne-Cours-sur-Loire,11
58087,370,Decize,20
58088,097,Nevers,20
58089,000,Commune hors attraction des villes,30
58090,383,Clamecy,20
58092,000,Commune hors attraction des villes,30
58093,383,Clamecy,20
58094,000,Commune hors attraction des villes,30
58095,370,Decize,11
58096,370,Decize,20
58097,000,Commune hors attraction des villes,30
58098,000,Commune hors attraction des villes,30
58099,000,Commune hors attraction des villes,30
58101,097,Nevers,20
58102,254,Cosne-Cours-sur-Loire,20
58103,383,Clamecy,20
58104,122,Moulins,20
58105,097,Nevers,20
58106,000,Commune hors attraction des villes,30
58107,000,Commune hors attraction des villes,30
58108,279,Avallon,20
58109,000,Commune hors attraction des villes,30
58110,000,Commune hors attraction des villes,30
58111,000,Commune hors attraction des villes,30
58112,097,Nevers,20
58113,097,Nevers,20
58114,000,Commune hors attraction des villes,30
58115,097,Nevers,20
58116,383,Clamecy,20
58117,097,Nevers,20
58118,000,Commune hors attraction des villes,30
58119,097,Nevers,20
58120,000,Commune hors attraction des villes,30
58121,097,Nevers,20
58122,000,Commune hors attraction des villes,30
58123,000,Commune hors attraction des villes,30
58124,097,Nevers,20
58125,000,Commune hors attraction des villes,30
58126,097,Nevers,20
58127,097,Nevers,20
58128,000,Commune hors attraction des villes,30
58129,000,Commune hors attraction des villes,30
58130,383,Clamecy,20
58131,097,Nevers,20
58132,000,Commune hors attraction des villes,30
58133,000,Commune hors attraction des villes,30
58134,097,Nevers,20
58135,000,Commune hors attraction des villes,30
58136,000,Commune hors attraction des villes,30
58137,370,Decize,20
58138,097,Nevers,20
58139,000,Commune hors attraction des villes,30
58140,000,Commune hors attraction des villes,30
58141,000,Commune hors attraction des villes,30
58142,000,Commune hors attraction des villes,30
58143,097,Nevers,20
58144,097,Nevers,20
58145,000,Commune hors attraction des villes,30
58146,122,Moulins,20
58147,097,Nevers,20
58148,097,Nevers,20
58149,000,Commune hors attraction des villes,30
58150,383,Clamecy,20
58151,370,Decize,20
58152,097,Nevers,20
58153,000,Commune hors attraction des villes,30
58154,383,Clamecy,20
58155,097,Nevers,20
58156,000,Commune hors attraction des villes,30
58157,279,Avallon,20
58158,097,Nevers,20
58159,000,Commune hors attraction des villes,30
58160,097,Nevers,20
58161,000,Commune hors attraction des villes,30
58162,000,Commune hors attraction des villes,30
58163,383,Clamecy,20
58164,563,La Charité-sur-Loire,20
58165,383,Clamecy,20
58166,000,Commune hors attraction des villes,30
58168,000,Commune hors attraction des villes,30
58169,000,Commune hors attraction des villes,30
58170,000,Commune hors attraction des villes,30
58171,000,Commune hors attraction des villes,30
58172,000,Commune hors attraction des villes,30
58173,000,Commune hors attraction des villes,30
58174,000,Commune hors attraction des villes,30
58175,000,Commune hors attraction des villes,30
58176,097,Nevers,20
58177,000,Commune hors attraction des villes,30
58178,000,Commune hors attraction des villes,30
58179,000,Commune hors attraction des villes,30
58180,000,Commune hors attraction des villes,30
58181,000,Commune hors attraction des villes,30
58182,000,Commune hors attraction des villes,30
58183,000,Commune hors attraction des villes,30
58184,000,Commune hors attraction des villes,30
58185,000,Commune hors attraction des villes,30
58186,097,Nevers,20
58187,254,Cosne-Cours-sur-Loire,20
58188,000,Commune hors attraction des villes,30
58189,000,Commune hors attraction des villes,30
58190,000,Commune hors attraction des villes,30
58191,000,Commune hors attraction des villes,30
58192,370,Decize,20
58193,254,Cosne-Cours-sur-Loire,20
58194,097,Nevers,11
58195,000,Commune hors attraction des villes,30
58196,097,Nevers,20
58197,000,Commune hors attraction des villes,30
58198,383,Clamecy,20
58199,000,Commune hors attraction des villes,30
58200,383,Clamecy,20
58201,383,Clamecy,20
58202,000,Commune hors attraction des villes,30
58203,000,Commune hors attraction des villes,30
58204,097,Nevers,20
58205,000,Commune hors attraction des villes,30
58206,383,Clamecy,20
58207,097,Nevers,20
58208,000,Commune hors attraction des villes,30
58209,000,Commune hors attraction des villes,30
58210,000,Commune hors attraction des villes,30
58211,239,Autun,20
58212,097,Nevers,20
58213,254,Cosne-Cours-sur-Loire,20
58214,097,Nevers,20
58215,254,Cosne-Cours-sur-Loire,20
58216,000,Commune hors attraction des villes,30
58217,383,Clamecy,20
58218,097,Nevers,20
58219,000,Commune hors attraction des villes,30
58220,097,Nevers,20
58221,000,Commune hors attraction des villes,30
58222,383,Clamecy,20
58223,097,Nevers,20
58224,000,Commune hors attraction des villes,30
58225,097,Nevers,20
58226,000,Commune hors attraction des villes,30
58227,000,Commune hors attraction des villes,30
58228,254,Cosne-Cours-sur-Loire,20
58229,279,Avallon,20
58230,279,Avallon,20
58231,097,Nevers,20
58232,097,Nevers,20
58233,097,Nevers,20
58234,097,Nevers,20
58235,000,Commune hors attraction des villes,30
58236,254,Cosne-Cours-sur-Loire,20
58237,383,Clamecy,20
58238,097,Nevers,20
58239,097,Nevers,20
58240,000,Commune hors attraction des villes,30
58241,370,Decize,20
58242,383,Clamecy,20
58243,000,Commune hors attraction des villes,30
58244,000,Commune hors attraction des villes,30
58245,514,Bourbon-Lancy,20
58246,000,Commune hors attraction des villes,30
58247,097,Nevers,20
58248,254,Cosne-Cours-sur-Loire,20
58249,000,Commune hors attraction des villes,30
58250,370,Decize,12
58251,254,Cosne-Cours-sur-Loire,20
58252,000,Commune hors attraction des villes,30
58253,097,Nevers,20
58254,097,Nevers,20
58255,279,Avallon,20
58256,254,Cosne-Cours-sur-Loire,20
58257,000,Commune hors attraction des villes,30
58258,097,Nevers,20
58259,000,Commune hors attraction des villes,30
58260,097,Nevers,20
58261,254,Cosne-Cours-sur-Loire,20
58262,000,Commune hors attraction des villes,30
58263,383,Clamecy,20
58264,097,Nevers,20
58265,254,Cosne-Cours-sur-Loire,20
58266,000,Commune hors attraction des villes,30
58267,000,Commune hors attraction des villes,30
58268,000,Commune hors attraction des villes,30
58269,097,Nevers,20
58270,254,Cosne-Cours-sur-Loire,20
58271,000,Commune hors attraction des villes,30
58272,000,Commune hors attraction des villes,30
58273,097,Nevers,20
58274,000,Commune hors attraction des villes,30
58275,097,Nevers,20
58276,000,Commune hors attraction des villes,30
58277,000,Commune hors attraction des villes,30
58278,097,Nevers,20
58279,097,Nevers,20
58280,097,Nevers,20
58281,254,Cosne-Cours-sur-Loire,20
58282,383,Clamecy,20
58283,000,Commune hors attraction des villes,30
58284,383,Clamecy,20
58285,000,Commune hors attraction des villes,30
58286,383,Clamecy,20
58287,000,Commune hors attraction des villes,30
58288,383,Clamecy,20
58289,000,Commune hors attraction des villes,30
58290,000,Commune hors attraction des villes,30
58291,097,Nevers,20
58292,000,Commune hors attraction des villes,30
58293,370,Decize,20
58294,122,Moulins,20
58295,254,Cosne-Cours-sur-Loire,20
58296,122,Moulins,20
58297,097,Nevers,20
58298,097,Nevers,20
58299,383,Clamecy,20
58300,097,Nevers,20
58301,000,Commune hors attraction des villes,30
58302,097,Nevers,20
58303,097,Nevers,12
58304,383,Clamecy,20
58305,000,Commune hors attraction des villes,30
58306,370,Decize,20
58307,000,Commune hors attraction des villes,30
58308,383,Clamecy,20
58309,000,Commune hors attraction des villes,30
58310,383,Clamecy,20
58311,097,Nevers,20
58312,383,Clamecy,20
58313,000,Commune hors attraction des villes,30
59001,108,Cambrai,20
59002,303,Somain,12
59003,077,Maubeuge (partie française),20
59004,004,Lille (partie française),20
59005,004,Lille (partie française),20
59006,038,Valenciennes (partie française),20
59007,059,Douai,20
59008,059,Douai,20
59009,004,Lille (partie française),12
59010,108,Cambrai,20
59011,004,Lille (partie française),20
59012,287,Fourmies,20
59013,004,Lille (partie française),20
59014,038,Valenciennes (partie française),12
59015,059,Douai,20
59016,048,Dunkerque,20
59017,004,Lille (partie française),20
59018,048,Dunkerque,20
59019,038,Valenciennes (partie française),20
59021,077,Maubeuge (partie française),20
59022,004,Lille (partie française),20
59023,059,Douai,20
59024,059,Douai,20
59025,004,Lille (partie française),20
59026,059,Douai,20
59027,038,Valenciennes (partie française),12
59028,059,Douai,20
59029,004,Lille (partie française),20
59031,077,Maubeuge (partie française),20
59032,038,Valenciennes (partie française),12
59033,077,Maubeuge (partie française),20
59034,004,Lille (partie française),20
59035,380,Avesnes-sur-Helpe,12
59036,380,Avesnes-sur-Helpe,11
59037,108,Cambrai,20
59038,038,Valenciennes (partie française),20
59039,108,Cambrai,20
59041,077,Maubeuge (partie française),20
59042,004,Lille (partie française),20
59043,004,Lille (partie française),20
59044,004,Lille (partie française),20
59045,000,Commune hors attraction des villes,30
59046,048,Dunkerque,20
59047,108,Cambrai,20
59048,108,Cambrai,20
59049,108,Cambrai,20
59050,380,Avesnes-sur-Helpe,20
59051,004,Lille (partie française),20
59052,004,Lille (partie française),20
59053,077,Maubeuge (partie française),20
59054,000,Commune hors attraction des villes,30
59055,402,Le Cateau-Cambrésis,20
59056,004,Lille (partie française),20
59057,038,Valenciennes (partie française),20
59058,077,Maubeuge (partie française),20
59059,232,Caudry,20
59060,038,Valenciennes (partie française),20
59061,000,Commune hors attraction des villes,30
59062,000,Commune hors attraction des villes,30
59063,232,Caudry,20
59064,038,Valenciennes (partie française),20
59065,077,Maubeuge (partie française),20
59066,000,Commune hors attraction des villes,30
59067,048,Dunkerque,20
59068,077,Maubeuge (partie française),20
59069,038,Valenciennes (partie française),20
59070,077,Maubeuge (partie française),20
59071,004,Lille (partie française),20
59072,077,Maubeuge (partie française),20
59073,004,Lille (partie française),20
59074,232,Caudry,20
59075,232,Caudry,20
59076,077,Maubeuge (partie française),20
59077,000,Commune hors attraction des villes,30
59078,077,Maubeuge (partie française),20
59079,038,Valenciennes (partie française),12
59080,004,Lille (partie française),20
59081,232,Caudry,20
59082,048,Dunkerque,20
59083,048,Dunkerque,20
59084,096,Saint-Omer,20
59085,108,Cambrai,20
59086,004,Lille (partie française),20
59087,236,Hazebrouck,20
59088,004,Lille (partie française),20
59089,048,Dunkerque,20
59090,004,Lille (partie française),20
59091,004,Lille (partie française),20
59092,659,Bouchain,11
59093,380,Avesnes-sur-Helpe,20
59094,048,Dunkerque,20
59096,004,Lille (partie française),20
59097,000,Commune hors attraction des villes,30
59098,004,Lille (partie française),20
59099,000,Commune hors attraction des villes,30
59100,004,Lille (partie française),20
59101,CHA,Charleroi (partie française),20
59102,108,Cambrai,20
59103,077,Maubeuge (partie française),20
59104,077,Maubeuge (partie française),20
59105,004,Lille (partie française),20
59106,004,Lille (partie française),20
59107,048,Dunkerque,20
59108,000,Commune hors attraction des villes,30
59109,004,Lille (partie française),20
59110,048,Dunkerque,20
59111,048,Dunkerque,20
59112,038,Valenciennes (partie française),12
59113,004,Lille (partie française),20
59114,038,Valenciennes (partie française),20
59115,059,Douai,20
59116,038,Valenciennes (partie française),20
59117,059,Douai,20
59118,000,Commune hors attraction des villes,30
59119,000,Commune hors attraction des villes,30
59120,004,Lille (partie française),20
59121,108,Cambrai,20
59122,108,Cambrai,11
59123,004,Lille (partie française),20
59124,004,Lille (partie française),20
59125,108,Cambrai,20
59126,059,Douai,20
59127,038,Valenciennes (partie française),20
59128,004,Lille (partie française),12
59129,004,Lille (partie française),20
59130,048,Dunkerque,20
59131,048,Dunkerque,12
59132,108,Cambrai,20
59133,004,Lille (partie française),20
59134,380,Avesnes-sur-Helpe,20
59135,000,Commune hors attraction des villes,30
59136,402,Le Cateau-Cambrésis,11
59137,402,Le Cateau-Cambrésis,20
59138,108,Cambrai,20
59139,232,Caudry,11
59140,232,Caudry,20
59141,108,Cambrai,20
59142,077,Maubeuge (partie française),20
59143,004,Lille (partie française),20
59144,004,Lille (partie française),20
59145,004,Lille (partie française),20
59146,004,Lille (partie française),20
59147,077,Maubeuge (partie française),20
59148,000,Commune hors attraction des villes,30
59149,232,Caudry,20
59150,004,Lille (partie française),20
59151,077,Maubeuge (partie française),20
59152,004,Lille (partie française),20
59153,038,Valenciennes (partie française),20
59155,048,Dunkerque,12
59156,059,Douai,20
59157,077,Maubeuge (partie française),20
59158,004,Lille (partie française),20
59159,048,Dunkerque,20
59160,038,Valenciennes (partie française),20
59161,108,Cambrai,20
59162,048,Dunkerque,20
59163,004,Lille (partie française),12
59164,038,Valenciennes (partie française),20
59165,059,Douai,12
59166,038,Valenciennes (partie française),20
59167,108,Cambrai,20
59168,004,Lille (partie française),20
59169,077,Maubeuge (partie française),20
59170,059,Douai,12
59171,000,Commune hors attraction des villes,30
59172,038,Valenciennes (partie française),20
59173,004,Lille (partie française),20
59174,077,Maubeuge (partie française),20
59175,077,Maubeuge (partie française),20
59176,000,Commune hors attraction des villes,30
59177,380,Avesnes-sur-Helpe,20
59178,059,Douai,11
59179,038,Valenciennes (partie française),20
59180,004,Lille (partie française),20
59181,077,Maubeuge (partie française),20
59182,048,Dunkerque,20
59183,048,Dunkerque,11
59184,096,Saint-Omer,20
59185,059,Douai,20
59186,077,Maubeuge (partie française),20
59187,077,Maubeuge (partie française),20
59188,077,Maubeuge (partie française),20
59189,004,Lille (partie française),20
59190,077,Maubeuge (partie française),20
59191,000,Commune hors attraction des villes,30
59192,303,Somain,12
59193,004,Lille (partie française),12
59194,000,Commune hors attraction des villes,30
59195,004,Lille (partie française),20
59196,004,Lille (partie française),20
59197,004,Lille (partie française),20
59198,000,Commune hors attraction des villes,30
59199,059,Douai,20
59200,048,Dunkerque,20
59201,004,Lille (partie française),20
59202,004,Lille (partie française),20
59203,303,Somain,12
59204,038,Valenciennes (partie française),20
59205,038,Valenciennes (partie française),20
59206,108,Cambrai,20
59207,038,Valenciennes (partie française),20
59208,004,Lille (partie française),20
59209,108,Cambrai,20
59210,048,Dunkerque,20
59211,059,Douai,20
59212,004,Lille (partie française),20
59213,108,Cambrai,20
59214,059,Douai,20
59215,038,Valenciennes (partie française),20
59216,108,Cambrai,20
59217,038,Valenciennes (partie française),20
59218,380,Avesnes-sur-Helpe,20
59219,000,Commune hors attraction des villes,30
59220,004,Lille (partie française),12
59221,038,Valenciennes (partie française),20
59222,004,Lille (partie française),20
59223,000,Commune hors attraction des villes,30
59224,059,Douai,20
59225,077,Maubeuge (partie française),20
